"ID";"Inkomensbegrippen";"Inkomensklassen";"KenmerkenVanHuishoudens";"Perioden";"ParticuliereHuishoudens_1";"PersonenPerHuishouden_2";"PersonenMetInkomenPerHuishouden_3";"GemiddeldInkomen_4";"MediaanInkomen_5"
"516";"A043964";"T001226";"1013603";"2023JJ00";"197";"3";"2.3";"277.9";"125.2"
"517";"A043964";"T001226";"1013603";"2024JJ00";"200.9";"3";"2.2";"262.8";"132.3"
"525";"A043964";"T001226";"1013604";"2018JJ00";"21.7";"2.1";"1.5";"37.3";"23.2"
"526";"A043964";"T001226";"1013604";"2019JJ00";"22.6";"2";"1.5";"35.5";"20.2"
"527";"A043964";"T001226";"1013604";"2020JJ00";"22.2";"2";"1.5";"36";"20"
"528";"A043964";"T001226";"1013604";"2021JJ00";"22.8";"1.9";"1.5";"39.9";"20.9"
"529";"A043964";"T001226";"1013604";"2022JJ00";"25.4";"1.9";"1.5";"40.2";"21.4"
"530";"A043964";"T001226";"1013604";"2023JJ00";"29.4";"1.9";"1.4";"40.8";"22"
"531";"A043964";"T001226";"1013604";"2024JJ00";"26.7";"1.8";"1.4";"40.8";"21"
"539";"A043964";"T001226";"1013650";"2018JJ00";"2935.8";"1.6";"1.5";"7.8";"1.7"
"540";"A043964";"T001226";"1013650";"2019JJ00";"2914.8";"1.6";"1.5";"9.9";"2.2"
"541";"A043964";"T001226";"1013650";"2020JJ00";"2984.5";"1.6";"1.5";"8.4";"2.4"
"542";"A043964";"T001226";"1013650";"2021JJ00";"2978.9";"1.6";"1.5";"8.7";"2.8"
"543";"A043964";"T001226";"1013650";"2022JJ00";"2933.4";"1.6";"1.5";"9.5";"3.3"
"544";"A043964";"T001226";"1013650";"2023JJ00";"2976.1";"1.6";"1.5";"14.8";"3.7"
"545";"A043964";"T001226";"1013650";"2024JJ00";"3028.3";"1.6";"1.5";"14.6";"4.1"
"553";"A043964";"T001226";"1013700";"2018JJ00";"2451.6";"1.6";"1.5";"9.1";"3.8"
"554";"A043964";"T001226";"1013700";"2019JJ00";"2457";"1.6";"1.5";"11.4";"4.2"
"555";"A043964";"T001226";"1013700";"2020JJ00";"2498.5";"1.6";"1.5";"9.7";"4.4"
"556";"A043964";"T001226";"1013700";"2021JJ00";"2516.8";"1.6";"1.5";"10";"4.7"
"557";"A043964";"T001226";"1013700";"2022JJ00";"2496.1";"1.6";"1.5";"10.8";"5"
"558";"A043964";"T001226";"1013700";"2023JJ00";"2521";"1.6";"1.5";"17.1";"5.3"
"559";"A043964";"T001226";"1013700";"2024JJ00";"2551";"1.6";"1.5";"16.9";"5.7"
"567";"A043964";"T001226";"1013750";"2018JJ00";"60.7";"1.8";"1.5";"10.2";"6.5"
"568";"A043964";"T001226";"1013750";"2019JJ00";"51.6";"1.8";"1.5";"10.6";"6.8"
"569";"A043964";"T001226";"1013750";"2020JJ00";"56.7";"1.8";"1.4";"10.5";"7"
"570";"A043964";"T001226";"1013750";"2021JJ00";"45.9";"1.7";"1.4";"10.5";"7.1"
"571";"A043964";"T001226";"1013750";"2022JJ00";"30.5";"1.7";"1.4";"11.4";"7.4"
"572";"A043964";"T001226";"1013750";"2023JJ00";"29.9";"1.7";"1.4";"12.2";"7.9"
"573";"A043964";"T001226";"1013750";"2024JJ00";"33.8";"1.7";"1.4";"12.7";"8.2"
"581";"A043964";"T001226";"1013800";"2018JJ00";"266.1";"1.8";"1.5";"6.5";"0.3"
"582";"A043964";"T001226";"1013800";"2019JJ00";"267.9";"1.8";"1.5";"6.8";"0.4"
"583";"A043964";"T001226";"1013800";"2020JJ00";"272.8";"1.8";"1.5";"6.9";"0.3"
"584";"A043964";"T001226";"1013800";"2021JJ00";"269.3";"1.8";"1.5";"7.1";"0.2"
"585";"A043964";"T001226";"1013800";"2022JJ00";"264.7";"1.8";"1.5";"7.5";"0.4"
"586";"A043964";"T001226";"1013800";"2023JJ00";"274.1";"1.8";"1.5";"8.5";"0.8"
"587";"A043964";"T001226";"1013800";"2024JJ00";"283";"1.8";"1.5";"9.2";"1.1"
"595";"A043964";"T001226";"1013850";"2018JJ00";"2124.8";"1.6";"1.5";"9.3";"4.1"
"596";"A043964";"T001226";"1013850";"2019JJ00";"2137.6";"1.6";"1.5";"12";"4.5"
"597";"A043964";"T001226";"1013850";"2020JJ00";"2168.9";"1.6";"1.5";"10";"4.7"
"598";"A043964";"T001226";"1013850";"2021JJ00";"2201.7";"1.6";"1.5";"10.3";"5"
"599";"A043964";"T001226";"1013850";"2022JJ00";"2200.8";"1.5";"1.5";"11.2";"5.3"
"600";"A043964";"T001226";"1013850";"2023JJ00";"2217.1";"1.5";"1.5";"18.2";"5.6"
"601";"A043964";"T001226";"1013850";"2024JJ00";"2234.2";"1.5";"1.5";"18";"6"
"609";"A043964";"T001226";"1013900";"2018JJ00";"429.9";"1.8";"1.3";"1.5";"0"
"610";"A043964";"T001226";"1013900";"2019JJ00";"412.4";"1.8";"1.3";"1.6";"0"
"611";"A043964";"T001226";"1013900";"2020JJ00";"438.3";"1.8";"1.4";"1.7";"0"
"612";"A043964";"T001226";"1013900";"2021JJ00";"420.9";"1.8";"1.3";"1.8";"0"
"613";"A043964";"T001226";"1013900";"2022JJ00";"418.3";"1.7";"1.3";"1.7";"0"
"614";"A043964";"T001226";"1013900";"2023JJ00";"416";"1.7";"1.3";"1.9";"0"
"615";"A043964";"T001226";"1013900";"2024JJ00";"402.5";"1.7";"1.3";"2";"0"
"623";"A043964";"T001226";"1013950";"2018JJ00";"315.7";"1.9";"1.4";"1.3";"0"
"624";"A043964";"T001226";"1013950";"2019JJ00";"299.4";"1.9";"1.4";"1.4";"0"
"625";"A043964";"T001226";"1013950";"2020JJ00";"299.1";"1.9";"1.4";"1.4";"0"
"626";"A043964";"T001226";"1013950";"2021JJ00";"291.2";"1.9";"1.4";"1.5";"0"
"627";"A043964";"T001226";"1013950";"2022JJ00";"278.5";"1.8";"1.4";"1.6";"0"
"628";"A043964";"T001226";"1013950";"2023JJ00";"275.8";"1.8";"1.4";"1.7";"0"
"629";"A043964";"T001226";"1013950";"2024JJ00";"273.5";"1.8";"1.4";"1.7";"0"
"637";"A043964";"T001226";"1014040";"2018JJ00";"114.1";"1.5";"1.3";"2.1";"0"
"638";"A043964";"T001226";"1014040";"2019JJ00";"113";"1.5";"1.3";"2.2";"0"
"639";"A043964";"T001226";"1014040";"2020JJ00";"139.3";"1.6";"1.3";"2.5";"0"
"640";"A043964";"T001226";"1014040";"2021JJ00";"129.7";"1.6";"1.3";"2.5";"0"
"641";"A043964";"T001226";"1014040";"2022JJ00";"139.8";"1.5";"1.2";"1.9";"0"
"642";"A043964";"T001226";"1014040";"2023JJ00";"140.2";"1.5";"1.2";"2.4";"0"
"643";"A043964";"T001226";"1014040";"2024JJ00";"129";"1.5";"1.2";"2.7";"0"
"651";"A043964";"T001226";"1014050";"2018JJ00";"54.3";"1.2";"0.7";"1.2";"0"
"652";"A043964";"T001226";"1014050";"2019JJ00";"45.4";"1.2";"0.6";"1.5";"0"
"653";"A043964";"T001226";"1014050";"2020JJ00";"47.7";"1.2";"0.6";"1.6";"0"
"654";"A043964";"T001226";"1014050";"2021JJ00";"41.2";"1.2";"0.6";"1.7";"0"
"655";"A043964";"T001226";"1014050";"2022JJ00";"19";"1.3";"1.1";"2.2";"1.2"
"656";"A043964";"T001226";"1014050";"2023JJ00";"39.1";"1.2";"0.9";"1.7";"0.3"
"657";"A043964";"T001226";"1014050";"2024JJ00";"74.8";"1.1";"1";"2.5";"1.5"
"665";"A043964";"T001226";"1014800";"2018JJ00";"4415.7";"2.5";"2";"75.8";"67.1"
"666";"A043964";"T001226";"1014800";"2019JJ00";"4456.2";"2.5";"2";"81.9";"70.4"
"667";"A043964";"T001226";"1014800";"2020JJ00";"4487.2";"2.5";"2";"81.7";"71.8"
"668";"A043964";"T001226";"1014800";"2021JJ00";"4514.5";"2.5";"2";"84.7";"74.3"
"669";"A043964";"T001226";"1014800";"2022JJ00";"4566.1";"2.5";"2";"91.1";"80"
"670";"A043964";"T001226";"1014800";"2023JJ00";"4597";"2.5";"2";"103.9";"85.3"
"671";"A043964";"T001226";"1014800";"2024JJ00";"4624.9";"2.5";"2";"107.7";"89.9"
"679";"A043964";"T001226";"1014850";"2018JJ00";"3344.9";"1.7";"1.4";"24.9";"8.6"
"680";"A043964";"T001226";"1014850";"2019JJ00";"3371.2";"1.7";"1.4";"26.7";"10.6"
"681";"A043964";"T001226";"1014850";"2020JJ00";"3407.3";"1.7";"1.4";"27.6";"10.7"
"682";"A043964";"T001226";"1014850";"2021JJ00";"3436.9";"1.7";"1.4";"29.4";"12.8"
"683";"A043964";"T001226";"1014850";"2022JJ00";"3475.3";"1.7";"1.4";"32.3";"16.1"
"684";"A043964";"T001226";"1014850";"2023JJ00";"3566.1";"1.7";"1.4";"35";"18.6"
"685";"A043964";"T001226";"1014850";"2024JJ00";"3634";"1.7";"1.4";"37.4";"20"
"693";"A043964";"T001226";"1014950";"2018JJ00";"2054.1";"1.7";"1.5";"36.1";"30.1"
"694";"A043964";"T001226";"1014950";"2019JJ00";"2094.2";"1.7";"1.5";"38.5";"32.6"
"695";"A043964";"T001226";"1014950";"2020JJ00";"2009.8";"1.7";"1.5";"41";"35.5"
"696";"A043964";"T001226";"1014950";"2021JJ00";"2038.5";"1.7";"1.5";"43.5";"37.7"
"697";"A043964";"T001226";"1014950";"2022JJ00";"2101.2";"1.7";"1.5";"47.2";"41.4"
"698";"A043964";"T001226";"1014950";"2023JJ00";"2162.4";"1.7";"1.5";"50.6";"44"
"699";"A043964";"T001226";"1014950";"2024JJ00";"2158.5";"1.7";"1.5";"54.1";"46.5"
"707";"A043964";"T001226";"1014900";"2018JJ00";"1290.8";"1.7";"1.3";"7";"0"
"708";"A043964";"T001226";"1014900";"2019JJ00";"1276.9";"1.7";"1.3";"7.3";"0"
"709";"A043964";"T001226";"1014900";"2020JJ00";"1397.5";"1.7";"1.3";"8.4";"0"
"710";"A043964";"T001226";"1014900";"2021JJ00";"1398.4";"1.7";"1.3";"8.7";"0"
"711";"A043964";"T001226";"1014900";"2022JJ00";"1374.1";"1.7";"1.3";"9.5";"0"
"712";"A043964";"T001226";"1014900";"2023JJ00";"1403.7";"1.7";"1.3";"10.9";"0.1"
"713";"A043964";"T001226";"1014900";"2024JJ00";"1475.5";"1.7";"1.3";"12.9";"0.2"
"721";"A043964";"A028632";"1050010";"2018JJ00";"2652.1";"1.5";"1.4";"2.5";"0.2"
"722";"A043964";"A028632";"1050010";"2019JJ00";"2610.5";"1.5";"1.4";"2.6";"0.2"
"723";"A043964";"A028632";"1050010";"2020JJ00";"2651.3";"1.5";"1.4";"2.6";"0.1"
"724";"A043964";"A028632";"1050010";"2021JJ00";"2620.8";"1.5";"1.4";"2.6";"0.1"
"725";"A043964";"A028632";"1050010";"2022JJ00";"2567.3";"1.5";"1.4";"2.7";"0.2"
"726";"A043964";"A028632";"1050010";"2023JJ00";"2529.3";"1.5";"1.3";"2.8";"0.5"
"727";"A043964";"A028632";"1050010";"2024JJ00";"2474.3";"1.5";"1.3";"2.9";"0.7"
"735";"A043964";"A028632";"1050015";"2018JJ00";"1558.9";"1";"1";"2.1";"0"
"736";"A043964";"A028632";"1050015";"2019JJ00";"1545.2";"1";"1";"2.1";"0"
"737";"A043964";"A028632";"1050015";"2020JJ00";"1570.9";"1";"1";"2.1";"0"
"738";"A043964";"A028632";"1050015";"2021JJ00";"1560.7";"1";"1";"2.2";"0"
"739";"A043964";"A028632";"1050015";"2022JJ00";"1546.6";"1";"1";"2.3";"0"
"740";"A043964";"A028632";"1050015";"2023JJ00";"1544.8";"1";"1";"2.3";"0.1"
"741";"A043964";"A028632";"1050015";"2024JJ00";"1544.4";"1";"1";"2.4";"0.2"
"749";"A043964";"A028632";"A043011";"2018JJ00";"678.5";"1";"1";"1.9";"0"
"750";"A043964";"A028632";"A043011";"2019JJ00";"656.2";"1";"1";"1.9";"0"
"751";"A043964";"A028632";"A043011";"2020JJ00";"675.9";"1";"1";"1.8";"0"
"752";"A043964";"A028632";"A043011";"2021JJ00";"650.4";"1";"1";"1.9";"0"
"753";"A043964";"A028632";"A043011";"2022JJ00";"619.3";"1";"1";"1.9";"0"
"754";"A043964";"A028632";"A043011";"2023JJ00";"622.3";"1";"1";"1.9";"0"
"755";"A043964";"A028632";"A043011";"2024JJ00";"641.6";"1";"1";"2";"0"
"763";"A043964";"A028632";"A043012";"2018JJ00";"880.3";"1";"1";"2.2";"0"
"764";"A043964";"A028632";"A043012";"2019JJ00";"889";"1";"1";"2.3";"0"
"765";"A043964";"A028632";"A043012";"2020JJ00";"895";"1";"1";"2.3";"0"
"766";"A043964";"A028632";"A043012";"2021JJ00";"910.3";"1";"1";"2.4";"0"
"767";"A043964";"A028632";"A043012";"2022JJ00";"927.3";"1";"1";"2.5";"0"
"768";"A043964";"A028632";"A043012";"2023JJ00";"922.5";"1";"1";"2.6";"0.2"
"769";"A043964";"A028632";"A043012";"2024JJ00";"902.8";"1";"1";"2.7";"0.3"
"777";"A043964";"A028632";"1016010";"2018JJ00";"1093.3";"2.2";"1.9";"3";"2.8"
"778";"A043964";"A028632";"1016010";"2019JJ00";"1065.3";"2.2";"1.9";"3.2";"3.1"
"779";"A043964";"A028632";"1016010";"2020JJ00";"1080.5";"2.2";"1.9";"3.2";"3.2"
"780";"A043964";"A028632";"1016010";"2021JJ00";"1060.1";"2.2";"1.9";"3.3";"3.5"
"781";"A043964";"A028632";"1016010";"2022JJ00";"1020.8";"2.2";"1.9";"3.5";"3.9"
"782";"A043964";"A028632";"1016010";"2023JJ00";"984.5";"2.2";"1.9";"3.6";"3.9"
"783";"A043964";"A028632";"1016010";"2024JJ00";"929.8";"2.2";"1.9";"3.7";"3.7"
"791";"A043964";"A028632";"1050190";"2018JJ00";"148.5";"2.6";"1.5";"2";"0.1"
"792";"A043964";"A028632";"1050190";"2019JJ00";"140.2";"2.6";"1.5";"2";"0.1"
"793";"A043964";"A028632";"1050190";"2020JJ00";"142.7";"2.6";"1.5";"1.9";"0"
"794";"A043964";"A028632";"1050190";"2021JJ00";"136.3";"2.6";"1.5";"2";"0"
"795";"A043964";"A028632";"1050190";"2022JJ00";"122.2";"2.6";"1.5";"2";"0"
"796";"A043964";"A028632";"1050190";"2023JJ00";"119.9";"2.6";"1.5";"1.9";"0"
"797";"A043964";"A028632";"1050190";"2024JJ00";"116.6";"2.6";"1.5";"1.9";"0.1"
"805";"A043964";"A028632";"1050195";"2018JJ00";"103.6";"2.7";"1.2";"1.6";"0"
"806";"A043964";"A028632";"1050195";"2019JJ00";"97.5";"2.7";"1.2";"1.6";"0"
"807";"A043964";"A028632";"1050195";"2020JJ00";"97.5";"2.7";"1.2";"1.5";"0"
"808";"A043964";"A028632";"1050195";"2021JJ00";"94";"2.7";"1.2";"1.6";"0"
"809";"A043964";"A028632";"1050195";"2022JJ00";"84.7";"2.7";"1.3";"1.6";"0"
"810";"A043964";"A028632";"1050195";"2023JJ00";"84.3";"2.7";"1.2";"1.5";"0"
"811";"A043964";"A028632";"1050195";"2024JJ00";"81.7";"2.7";"1.2";"1.5";"0"
"819";"A043964";"A028632";"1050200";"2018JJ00";"44.9";"2.4";"2";"2.9";"2.1"
"820";"A043964";"A028632";"1050200";"2019JJ00";"42.7";"2.4";"2";"2.9";"2.2"
"821";"A043964";"A028632";"1050200";"2020JJ00";"45.2";"2.4";"2";"2.8";"1.9"
"822";"A043964";"A028632";"1050200";"2021JJ00";"42.3";"2.4";"2";"2.9";"2.1"
"823";"A043964";"A028632";"1050200";"2022JJ00";"37.4";"2.3";"2";"2.9";"2"
"824";"A043964";"A028632";"1050200";"2023JJ00";"35.6";"2.3";"2";"2.8";"1.5"
"825";"A043964";"A028632";"1050200";"2024JJ00";"34.9";"2.3";"2";"2.8";"1.3"
"833";"A043964";"A028632";"1050055";"2018JJ00";"926.4";"2.2";"1.9";"3.2";"3.4"
"834";"A043964";"A028632";"1050055";"2019JJ00";"908.2";"2.2";"2";"3.4";"3.8"
"835";"A043964";"A028632";"1050055";"2020JJ00";"920.4";"2.2";"2";"3.4";"3.9"
"836";"A043964";"A028632";"1050055";"2021JJ00";"907.6";"2.1";"2";"3.5";"4.2"
"837";"A043964";"A028632";"1050055";"2022JJ00";"884.4";"2.1";"2";"3.7";"4.5"
"838";"A043964";"A028632";"1050055";"2023JJ00";"851.1";"2.1";"2";"3.8";"4.5"
"839";"A043964";"A028632";"1050055";"2024JJ00";"799.7";"2.1";"2";"4";"4.4"
"847";"A043964";"A028632";"1017780";"2018JJ00";"848.8";"2";"1.9";"3.4";"3.7"
"848";"A043964";"A028632";"1017780";"2019JJ00";"836.6";"2";"1.9";"3.6";"4"
"849";"A043964";"A028632";"1017780";"2020JJ00";"845.8";"2";"1.9";"3.6";"4.2"
"850";"A043964";"A028632";"1017780";"2021JJ00";"839.5";"2";"1.9";"3.7";"4.4"
"851";"A043964";"A028632";"1017780";"2022JJ00";"825.7";"2";"1.9";"3.9";"4.7"
"852";"A043964";"A028632";"1017780";"2023JJ00";"794.7";"2";"1.9";"4";"4.7"
"853";"A043964";"A028632";"1017780";"2024JJ00";"744.9";"2";"1.9";"4.1";"4.7"
"861";"A043964";"A028632";"1017790";"2018JJ00";"118.1";"2";"1.7";"2.5";"2.1"
"862";"A043964";"A028632";"1017790";"2019JJ00";"111.5";"2";"1.7";"2.7";"2.3"
"863";"A043964";"A028632";"1017790";"2020JJ00";"117.3";"2";"1.7";"2.7";"2.5"
"864";"A043964";"A028632";"1017790";"2021JJ00";"110.4";"2";"1.7";"2.7";"2.5"
"865";"A043964";"A028632";"1017790";"2022JJ00";"98.9";"2";"1.7";"2.8";"2.7"
"866";"A043964";"A028632";"1017790";"2023JJ00";"96.7";"2";"1.7";"2.9";"2.6"
"867";"A043964";"A028632";"1017790";"2024JJ00";"93.6";"2";"1.7";"3.1";"2.5"
"875";"A043964";"A028632";"1017800";"2018JJ00";"730.7";"2";"1.9";"3.6";"3.9"
"876";"A043964";"A028632";"1017800";"2019JJ00";"725.1";"2";"1.9";"3.7";"4.2"
"877";"A043964";"A028632";"1017800";"2020JJ00";"728.5";"2";"2";"3.8";"4.5"
"878";"A043964";"A028632";"1017800";"2021JJ00";"729.1";"2";"2";"3.8";"4.7"
"879";"A043964";"A028632";"1017800";"2022JJ00";"726.8";"2";"2";"4";"4.9"
"880";"A043964";"A028632";"1017800";"2023JJ00";"698";"2";"2";"4.2";"5"
"881";"A043964";"A028632";"1017800";"2024JJ00";"651.3";"2";"2";"4.2";"4.9"
"889";"A043964";"A028632";"1016090";"2018JJ00";"77.7";"4";"2.3";"1.1";"1"
"890";"A043964";"A028632";"1016090";"2019JJ00";"71.6";"4";"2.3";"1.4";"1.3"
"891";"A043964";"A028632";"1016090";"2020JJ00";"74.7";"4";"2.3";"1";"1.1"
"892";"A043964";"A028632";"1016090";"2021JJ00";"68.1";"4";"2.3";"1.6";"1.4"
"893";"A043964";"A028632";"1016090";"2022JJ00";"58.7";"4";"2.3";"1.5";"1.4"
"894";"A043964";"A028632";"1016090";"2023JJ00";"56.5";"4";"2.3";"1.4";"1.1"
"895";"A043964";"A028632";"1016090";"2024JJ00";"54.8";"4";"2.3";"2.3";"1.1"
"903";"A043964";"A028632";"1017810";"2018JJ00";"49.9";"4.2";"2";"0.7";"0.2"
"904";"A043964";"A028632";"1017810";"2019JJ00";"45.7";"4.2";"2";"1.1";"0.4"
"905";"A043964";"A028632";"1017810";"2020JJ00";"47.5";"4.2";"2";"0.4";"0.2"
"906";"A043964";"A028632";"1017810";"2021JJ00";"43.1";"4.2";"2";"1.1";"0.4"
"907";"A043964";"A028632";"1017810";"2022JJ00";"37.2";"4.2";"2";"1";"0.4"
"908";"A043964";"A028632";"1017810";"2023JJ00";"36.3";"4.2";"2";"0.9";"0.2"
"909";"A043964";"A028632";"1017810";"2024JJ00";"35.6";"4.2";"2";"1.9";"0.3"
"917";"A043964";"A028632";"1017880";"2018JJ00";"27.8";"3.7";"2.9";"1.8";"3.1"
"918";"A043964";"A028632";"1017880";"2019JJ00";"26";"3.7";"2.9";"2.1";"3.4"
"919";"A043964";"A028632";"1017880";"2020JJ00";"27.2";"3.7";"2.9";"2.1";"3.3"
"920";"A043964";"A028632";"1017880";"2021JJ00";"24.9";"3.6";"2.9";"2.4";"3.6"
"921";"A043964";"A028632";"1017880";"2022JJ00";"21.5";"3.6";"2.9";"2.4";"3.7"
"922";"A043964";"A028632";"1017880";"2023JJ00";"20.2";"3.6";"2.8";"2.1";"3.4"
"923";"A043964";"A028632";"1017880";"2024JJ00";"19.2";"3.6";"2.8";"3.1";"3.2"
"931";"A043964";"A028632";"1050220";"2018JJ00";"18.4";"3.1";"2.2";"2.4";"2.1"
"932";"A043964";"A028632";"1050220";"2019JJ00";"16.9";"3.1";"2.2";"2.5";"2.2"
"933";"A043964";"A028632";"1050220";"2020JJ00";"17.3";"3.1";"2.2";"2.5";"2.1"
"934";"A043964";"A028632";"1050220";"2021JJ00";"16.2";"3.1";"2.3";"2.7";"2.2"
"935";"A043964";"A028632";"1050220";"2022JJ00";"14.2";"3";"2.3";"2.7";"2.6"
"936";"A043964";"A028632";"1050220";"2023JJ00";"13.5";"3";"2.2";"2";"2.2"
"937";"A043964";"A028632";"1050220";"2024JJ00";"13.5";"3";"2.2";"2.9";"2.2"
"945";"A043964";"A028632";"A043959";"2018JJ00";"1436.1";"1.7";"1.5";"2.7";"1.2"
"946";"A043964";"A028632";"A043959";"2019JJ00";"1408.3";"1.7";"1.5";"2.9";"1.4"
"947";"A043964";"A028632";"A043959";"2020JJ00";"1433.7";"1.7";"1.5";"2.8";"1.4"
"948";"A043964";"A028632";"A043959";"2021JJ00";"1412.3";"1.6";"1.5";"2.9";"1.5"
"949";"A043964";"A028632";"A043959";"2022JJ00";"1379.8";"1.6";"1.5";"3.1";"1.9"
"950";"A043964";"A028632";"A043959";"2023JJ00";"1347.7";"1.6";"1.5";"3.1";"1.8"
"951";"A043964";"A028632";"A043959";"2024JJ00";"1303.2";"1.6";"1.5";"3.2";"1.7"
"959";"A043964";"A028632";"A043960";"2018JJ00";"1216.1";"1.3";"1.2";"2.1";"0"
"960";"A043964";"A028632";"A043960";"2019JJ00";"1202.2";"1.3";"1.1";"2.2";"0"
"961";"A043964";"A028632";"A043960";"2020JJ00";"1217.6";"1.3";"1.2";"2.2";"0"
"962";"A043964";"A028632";"A043960";"2021JJ00";"1208.5";"1.3";"1.2";"2.3";"0"
"963";"A043964";"A028632";"A043960";"2022JJ00";"1187.5";"1.3";"1.2";"2.4";"0"
"964";"A043964";"A028632";"A043960";"2023JJ00";"1181.6";"1.3";"1.1";"2.4";"0.2"
"965";"A043964";"A028632";"A043960";"2024JJ00";"1171.1";"1.3";"1.1";"2.5";"0.3"
"973";"A043964";"A028632";"A025340";"2018JJ00";"190.1";"1.1";"1";"3.1";"2.4"
"974";"A043964";"A028632";"A025340";"2019JJ00";"175.7";"1.1";"1";"3.2";"2.5"
"975";"A043964";"A028632";"A025340";"2020JJ00";"168.2";"1.1";"0.9";"3";"2.2"
"976";"A043964";"A028632";"A025340";"2021JJ00";"156.8";"1.1";"0.9";"3.3";"2.6"
"977";"A043964";"A028632";"A025340";"2022JJ00";"152.3";"1.1";"1";"3.5";"3"
"978";"A043964";"A028632";"A025340";"2023JJ00";"148.6";"1.1";"1";"3.5";"3"
"979";"A043964";"A028632";"A025340";"2024JJ00";"165.8";"1.1";"1";"3.5";"2.9"
"987";"A043964";"A028632";"A025343";"2018JJ00";"296.3";"1.9";"1.2";"1.7";"0"
"988";"A043964";"A028632";"A025343";"2019JJ00";"282.4";"1.9";"1.2";"1.7";"0"
"989";"A043964";"A028632";"A025343";"2020JJ00";"296.7";"1.9";"1.2";"1.5";"0"
"990";"A043964";"A028632";"A025343";"2021JJ00";"280.4";"1.9";"1.2";"1.6";"0"
"991";"A043964";"A028632";"A025343";"2022JJ00";"256.1";"1.8";"1.2";"1.6";"0"
"992";"A043964";"A028632";"A025343";"2023JJ00";"259.1";"1.8";"1.2";"1.5";"0"
"993";"A043964";"A028632";"A025343";"2024JJ00";"260";"1.8";"1.2";"1.6";"0"
"1001";"A043964";"A028632";"A025351";"2018JJ00";"480.2";"1.5";"1.3";"1.5";"0"
"1002";"A043964";"A028632";"A025351";"2019JJ00";"455.3";"1.5";"1.3";"1.6";"0"
"1003";"A043964";"A028632";"A025351";"2020JJ00";"460.3";"1.5";"1.3";"1.5";"0"
"1004";"A043964";"A028632";"A025351";"2021JJ00";"442.8";"1.5";"1.3";"1.5";"0"
"1005";"A043964";"A028632";"A025351";"2022JJ00";"409.6";"1.5";"1.3";"1.5";"0"
"1006";"A043964";"A028632";"A025351";"2023JJ00";"396.5";"1.4";"1.3";"1.5";"0"
"1007";"A043964";"A028632";"A025351";"2024JJ00";"381.2";"1.4";"1.2";"1.6";"0"
"1015";"A043964";"A028632";"A025359";"2018JJ00";"1685.5";"1.5";"1.4";"2.8";"0.4"
"1016";"A043964";"A028632";"A025359";"2019JJ00";"1697.1";"1.5";"1.4";"2.9";"0.4"
"1017";"A043964";"A028632";"A025359";"2020JJ00";"1726.1";"1.5";"1.4";"3";"0.6"
"1018";"A043964";"A028632";"A025359";"2021JJ00";"1740.7";"1.5";"1.4";"3";"0.7"
"1019";"A043964";"A028632";"A025359";"2022JJ00";"1749.2";"1.5";"1.4";"3.1";"1.1"
"1020";"A043964";"A028632";"A025359";"2023JJ00";"1725.2";"1.4";"1.4";"3.2";"1.4"
"1021";"A043964";"A028632";"A025359";"2024JJ00";"1667.4";"1.4";"1.4";"3.3";"1.5"
"1029";"A043964";"A028632";"A025342";"2018JJ00";"155";"1.7";"1.1";"2";"0"
"1030";"A043964";"A028632";"A025342";"2019JJ00";"147.5";"1.7";"1.1";"2";"0"
"1031";"A043964";"A028632";"A025342";"2020JJ00";"154.7";"1.7";"1.1";"1.9";"0"
"1032";"A043964";"A028632";"A025342";"2021JJ00";"143.2";"1.6";"1.1";"1.9";"0"
"1033";"A043964";"A028632";"A025342";"2022JJ00";"129.4";"1.6";"1.1";"1.8";"0"
"1034";"A043964";"A028632";"A025342";"2023JJ00";"129.7";"1.6";"1.1";"1.8";"0"
"1035";"A043964";"A028632";"A025342";"2024JJ00";"129.9";"1.6";"1.1";"1.8";"0"
"1043";"A043964";"A028632";"A025347";"2018JJ00";"141.3";"2.1";"1.3";"1.3";"0"
"1044";"A043964";"A028632";"A025347";"2019JJ00";"134.9";"2.1";"1.3";"1.4";"0"
"1045";"A043964";"A028632";"A025347";"2020JJ00";"142";"2.1";"1.3";"1.2";"0"
"1046";"A043964";"A028632";"A025347";"2021JJ00";"137.2";"2.1";"1.3";"1.3";"0"
"1047";"A043964";"A028632";"A025347";"2022JJ00";"126.8";"2";"1.3";"1.3";"0"
"1048";"A043964";"A028632";"A025347";"2023JJ00";"129.3";"2";"1.3";"1.3";"0"
"1049";"A043964";"A028632";"A025347";"2024JJ00";"130.1";"2";"1.2";"1.5";"0"
"1057";"A043964";"A028632";"A025350";"2018JJ00";"188.9";"1.7";"1.4";"1.2";"0"
"1058";"A043964";"A028632";"A025350";"2019JJ00";"177";"1.7";"1.4";"1.3";"0"
"1059";"A043964";"A028632";"A025350";"2020JJ00";"180";"1.7";"1.4";"1.2";"0"
"1060";"A043964";"A028632";"A025350";"2021JJ00";"169.2";"1.7";"1.3";"1.3";"0"
"1061";"A043964";"A028632";"A025350";"2022JJ00";"152.3";"1.6";"1.3";"1.3";"0"
"1062";"A043964";"A028632";"A025350";"2023JJ00";"147.8";"1.6";"1.3";"1.2";"0"
"1063";"A043964";"A028632";"A025350";"2024JJ00";"143";"1.6";"1.3";"1.4";"0"
